Calibration values (ps) from cell 0 to 1024 :

00000.000	00000.200	00000.400	00000.600	00000.800	00001.000	00001.201	00001.402	cell = 0 to 7
00001.603	00001.805	00002.006	00002.208	00002.409	00002.611	00002.813	00003.015	cell = 8 to 15
00003.217	00003.419	00003.622	00003.824	00004.026	00004.229	00004.431	00004.634	cell = 16 to 23
00004.837	00005.040	00005.244	00005.447	00005.650	00005.853	00006.056	00006.259	cell = 24 to 31
00006.462	00006.665	00006.868	00007.071	00007.274	00007.477	00007.680	00007.883	cell = 32 to 39
00008.086	00008.290	00008.493	00008.696	00008.899	00009.102	00009.306	00009.509	cell = 40 to 47
00009.712	00009.916	00010.119	00010.322	00010.526	00010.729	00010.932	00011.136	cell = 48 to 55
00011.340	00011.543	00011.747	00011.951	00012.155	00012.359	00012.563	00012.766	cell = 56 to 63
00012.970	00013.173	00013.377	00013.580	00013.784	00013.987	00014.190	00014.393	cell = 64 to 71
00014.596	00014.799	00015.002	00015.204	00015.407	00015.610	00015.813	00016.015	cell = 72 to 79
00016.218	00016.421	00016.625	00016.828	00017.031	00017.235	00017.439	00017.643	cell = 80 to 87
00017.846	00018.050	00018.254	00018.458	00018.662	00018.865	00019.069	00019.273	cell = 88 to 95
00019.478	00019.682	00019.886	00020.090	00020.294	00020.498	00020.702	00020.906	cell = 96 to 103
00021.110	00021.314	00021.518	00021.721	00021.925	00022.128	00022.331	00022.535	cell = 104 to 111
00022.738	00022.941	00023.144	00023.347	00023.550	00023.754	00023.957	00024.159	cell = 112 to 119
00024.362	00024.564	00024.767	00024.969	00025.172	00025.374	00025.576	00025.779	cell = 120 to 127
00025.981	00026.184	00026.386	00026.589	00026.791	00026.993	00027.195	00027.398	cell = 128 to 135
00027.600	00027.802	00028.004	00028.207	00028.409	00028.611	00028.813	00029.015	cell = 136 to 143
00029.217	00029.419	00029.621	00029.823	00030.025	00030.227	00030.429	00030.631	cell = 144 to 151
00030.832	00031.034	00031.235	00031.436	00031.637	00031.838	00032.039	00032.240	cell = 152 to 159
00032.441	00032.642	00032.843	00033.044	00033.245	00033.446	00033.647	00033.848	cell = 160 to 167
00034.049	00034.250	00034.451	00034.652	00034.853	00035.054	00035.255	00035.456	cell = 168 to 175
00035.656	00035.857	00036.058	00036.258	00036.459	00036.659	00036.859	00037.059	cell = 176 to 183
00037.259	00037.459	00037.658	00037.858	00038.057	00038.256	00038.456	00038.655	cell = 184 to 191
00038.854	00039.053	00039.252	00039.451	00039.651	00039.850	00040.049	00040.248	cell = 192 to 199
00040.447	00040.647	00040.846	00041.045	00041.243	00041.442	00041.641	00041.840	cell = 200 to 207
00042.039	00042.238	00042.437	00042.636	00042.835	00043.034	00043.233	00043.432	cell = 208 to 215
00043.631	00043.830	00044.029	00044.229	00044.428	00044.627	00044.826	00045.025	cell = 216 to 223
00045.224	00045.423	00045.623	00045.822	00046.021	00046.220	00046.419	00046.618	cell = 224 to 231
00046.817	00047.016	00047.215	00047.415	00047.614	00047.813	00048.012	00048.210	cell = 232 to 239
00048.409	00048.608	00048.807	00049.006	00049.205	00049.403	00049.602	00049.801	cell = 240 to 247
00049.999	00050.198	00050.397	00050.596	00050.795	00050.994	00051.193	00051.392	cell = 248 to 255
00051.591	00051.791	00051.990	00052.189	00052.387	00052.586	00052.785	00052.984	cell = 256 to 263
00053.183	00053.381	00053.580	00053.778	00053.977	00054.175	00054.374	00054.573	cell = 264 to 271
00054.771	00054.970	00055.168	00055.367	00055.565	00055.763	00055.962	00056.160	cell = 272 to 279
00056.358	00056.556	00056.755	00056.953	00057.151	00057.350	00057.549	00057.747	cell = 280 to 287
00057.946	00058.145	00058.343	00058.542	00058.741	00058.940	00059.139	00059.337	cell = 288 to 295
00059.536	00059.735	00059.934	00060.133	00060.331	00060.530	00060.728	00060.927	cell = 296 to 303
00061.126	00061.324	00061.523	00061.722	00061.920	00062.119	00062.317	00062.516	cell = 304 to 311
00062.714	00062.913	00063.111	00063.309	00063.508	00063.706	00063.904	00064.102	cell = 312 to 319
00064.300	00064.499	00064.697	00064.896	00065.094	00065.293	00065.491	00065.689	cell = 320 to 327
00065.888	00066.086	00066.285	00066.483	00066.681	00066.880	00067.078	00067.276	cell = 328 to 335
00067.474	00067.672	00067.870	00068.068	00068.267	00068.465	00068.663	00068.861	cell = 336 to 343
00069.059	00069.256	00069.454	00069.652	00069.851	00070.048	00070.246	00070.444	cell = 344 to 351
